Date,Rank,Streams,Singer,Song Title,feat,Extras,Christmas
2019-12-16,132,"80,253",Harry Styles,Treat People With Kindness,,,N
2019-12-16,133,"79,626",Billie Eilish,When The Party's Over,,,N
2019-12-16,134,"79,298",Lewis Capaldi,Grace,,,N
2019-12-16,135,"78,906",The Jackson 5,I Saw Mommy Kissing Santa Claus,,,Y
2019-12-16,136,"78,557",Juice Wrld,Legends,,,N
2019-12-16,137,"78,498",Post Malone,Wow.,,,N
2019-12-16,138,"78,332",Partynextdoor,Loyal,Feat. Drake,,N
2019-12-16,139,"78,236","Dave, Aj Tracey",Thiago Silva,,,N
2019-12-16,140,"78,118",Elvis Presley,Blue Christmas,,,Y
2019-12-16,141,"77,929",Dermot Kennedy,Outnumbered,,,N
2019-12-16,142,"77,878",Dave,Paper Cuts,,,N
2019-12-16,143,"77,413",Ariana Grande,7 Rings,,,N
2019-12-16,144,"76,960",Sia,Santa's Coming For Us,,,Y
2019-12-16,145,"76,578",Poundz,Opp Thot,,,N
2019-12-16,146,"76,388",Bugzy Malone,December,,,N
2019-12-16,147,"76,296",Harry Styles,Canyon Moon,,,N
2019-12-16,148,"76,271","Nsg, Tion Wayne",Options,,,N
2019-12-16,149,"75,424",Pretenders,2000 Miles - 2007 Remaster,,,N
2019-12-16,150,"75,386",Meghan Trainor,I'll Be Home,,,N
2019-12-16,151,"74,771",Burl Ives,A Holly Jolly Christmas - Single Version,,,Y
2019-12-16,152,"74,487","Sigala, Ella Henderson",We Got Love,,,N
2019-12-16,153,"74,070",Sam Feldt,Post Malone,Feat. Rani,,N
2019-12-16,154,"73,995","Lil Nas X, Billy Ray Cyrus",Old Town Road - Remix,,,N
2019-12-16,155,"73,949","Lady Gaga, Bradley Cooper",Shallow,,,N
2019-12-16,156,"73,652",Dababy,Bop,,,N
2019-12-16,157,"73,645",Mabel,Don't Call Me Up,,,N
2019-12-16,158,"73,136",Khalid,Up All Night,,,N
2019-12-16,159,"72,557",Post Malone,Goodbyes,Feat. Young Thug,,N
2019-12-16,160,"72,398",Chuck Berry,Run Rudolph Run - Single Version,,,N
2019-12-16,161,"72,282",Ava Max,Sweet But Psycho,,,N
2019-12-16,162,"72,258",Chris Brown,No Guidance,Feat. Drake,,N
2019-12-16,163,"71,868",Lizzo,Truth Hurts,,,N
2019-12-16,164,"71,657",Mud,Lonely This Christmas,,,Y
2019-12-16,165,"71,546",Ellie Goulding,Hate Me,With Juice Wrld,,N
2019-12-16,166,"71,261",Juice Wrld,All Girls Are The Same,,,N
2019-12-16,167,"70,060","Ariana Grande, Liz Gillies",Santa Baby,,,Y
2019-12-16,168,"69,689",Roddy Ricch,The Box,,,N
2019-12-16,169,"69,011",D-block Europe,Home P*Ssy,,,N
2019-12-16,170,"68,563","Dave, Fredo",Funky Friday,,,N
2019-12-16,171,"68,506",Tony Bennett,Winter Wonderland,,,Y
2019-12-16,172,"68,481",Aj Tracey,Floss,Feat. Mostack & Not3s,,N
2019-12-16,173,"67,842","Eartha Kitt, Henri Rene His Orchestra",Santa Baby,With Henri Ren&Eacute; & His Orchestra,,Y
2019-12-16,174,"66,743",Billie Eilish,Lovely,With Khalid,,N
2019-12-16,175,"66,066",George Ezra,Shotgun,,,N
2019-12-16,176,"65,883",Steel Banglez,Fashion Week,Feat. Aj Tracey & Mostack,,N
2019-12-16,177,"64,176",Drake,Money In The Grave,Drake Ft. Rick Ross,,N
2019-12-16,178,"63,393",Tory Lanez,Jerry Sprunger,With T-pain,,N
2019-12-16,179,"63,342",Stevie Wonder,What Christmas Means To Me,,,Y
2019-12-16,180,"63,190",Michael Buble,I'll Be Home For Christmas,,,Y
2019-12-16,181,"63,044",Michael Buble,Cold December Night,,,Y
2019-12-16,182,"62,816",Benny Blanco,Eastside,With Halsey & Khalid,,N
2019-12-16,183,"61,772",Xxxtentacion,Sad!,,,N
2019-12-16,184,"61,263",Michael Buble,White Christmas,With Shania Twain,,Y
2019-12-16,185,"60,871",Selena Gomez,Look At Her Now,,,N
2019-12-16,186,"60,581",Jonas Brothers,Sucker,,,N
2019-12-16,187,"60,435",Ant Saunders,Yellow Hearts,,,N
2019-12-16,188,"59,596",Post Malone,Rockstar,Feat. 21 Savage,,N
2019-12-16,189,"59,596",Nines,Pride,,,N
2019-12-16,190,"59,485",Jonas Brothers,Like It's Christmas,,,Y
2019-12-16,191,"59,419",Raye,Love Me Again,With Jess Glynne,,N
2019-12-16,192,"59,349","Marshmello, Bastille",Happier,,,N
2019-12-16,193,"59,061",Ariana Grande,"Thank U, Next",,,N
2019-12-16,194,"59,038","Y2k, Bbno$",Lalala,,,N
2019-12-16,195,"58,829",Noah Cyrus,July,,,N
2019-12-16,196,"58,724",Gwen Stefani,You Make It Feel Like Christmas,Feat. Blake Shelton,,Y
2019-12-16,197,"58,717",The Script,The Last Time,,,N
2019-12-16,198,"58,458",Panic! At The Disco,High Hopes,,,N
2019-12-16,199,"58,393","Mykola Dmytrovych Leontovych, John Williams",Carol Of The Bells,,,Y
2019-12-16,200,"57,792",D-block Europe,Kitchen Kings,,,N
2019-12-17,1,"524,577",Stormzy,Own It,Feat. Ed Sheeran & Burna Boy,,N
2019-12-17,2,"438,635",Tones And I,Dance Monkey,,,N
2019-12-17,3,"431,298",Mariah Carey,All I Want For Christmas Is You,,,Y
2019-12-17,4,"408,805",Wham!,Last Christmas,,,Y
2019-12-17,5,"358,735",Arizona Zervas,Roxanne,,,N
2019-12-17,6,"349,800",Lewis Capaldi,Before You Go,,,N
2019-12-17,7,"331,355",Dua Lipa,Don't Start Now,,,N
2019-12-17,8,"315,125",Stormzy,Audacity,Feat. Headie One,,N
2019-12-17,9,"314,003",Stormzy,Lessons,,,N
2019-12-17,10,"291,482",Harry Styles,Adore You,,,N
2019-12-17,11,"279,716",The Pogues,Fairytale Of New York,Feat. Kirsty Maccoll,,Y
2019-12-17,12,"278,650",Brenda Lee,Rockin' Around The Christmas Tree,,,Y
2019-12-17,13,"265,851",Michael Buble,It's Beginning To Look A Lot Like Christmas,,,Y
2019-12-17,14,"262,922",Band Aid,Do They Know It's Christmas? - 1984 Version,,,Y
2019-12-17,15,"257,250",Stormzy,Vossi Bop,,,N
2019-12-17,16,"256,571",Ariana Grande,Santa Tell Me,,,Y
2019-12-17,17,"246,909",Lewis Capaldi,Someone You Loved,,,N
2019-12-17,18,"240,713",Billie Eilish,Everything I Wanted,,,N
2019-12-17,19,"233,958",Harry Styles,Lights Up,,,N
2019-12-17,20,"231,897",Andy Williams,It's The Most Wonderful Time Of The Year,,,Y
2019-12-17,21,"228,442",Shakin' Stevens,Merry Christmas Everyone,,,Y
2019-12-17,22,"221,876",Harry Styles,Watermelon Sugar,,,N
2019-12-17,23,"215,192",Elton John,Step Into Christmas,,,Y
2019-12-17,24,"211,254",Chris Rea,Driving Home For Christmas - 2019 Remaster,,,Y
2019-12-17,25,"206,595",Kelly Clarkson,Underneath The Tree,,,Y
2019-12-17,26,"202,795",Blackbear,Hot Girl Bummer,,,N
2019-12-17,27,"201,291",Regard,Ride It,,,N
2019-12-17,28,"200,313",Stormzy,Crown,,,N
2019-12-17,29,"199,183",Bobhelms,Jingle Bell Rock,,,Y
2019-12-17,30,"197,959","John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",Happy Xmas,War Is Over,- Remastered 2010,Y
2019-12-17,31,"197,496","Meduza, Becky Hill, Goodboys",Lose Control,,,N
2019-12-17,32,"197,025",Post Malone,Circles,,,N
2019-12-17,33,"192,128",Michael Buble,Holly Jolly Christmas,,,Y
2019-12-17,34,"191,264",Trevor Daniel,Falling,,,N
2019-12-17,35,"190,774",Leona Lewis,One More Sleep,,,Y
2019-12-17,36,"187,057",Juice Wrld,Lucid Dreams,,,N
2019-12-17,37,"185,722",The Weeknd,Blinding Lights,,,N
2019-12-17,38,"183,923",Paul Mccartney,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,,,Y
2019-12-17,39,"183,604",Justin Bieber,Mistletoe,,,Y
2019-12-17,40,"175,137",Stormzy,Superheroes,,,N
2019-12-17,41,"172,598",Stormzy,Wiley Flow,,,N
2019-12-17,42,"170,587",The Weeknd,Heartless,,,N
2019-12-17,43,"170,574",Stormzy,Pop Boy,Feat. Aitch,,N
2019-12-17,44,"169,564",Lewis Capaldi,Bruises,,,N
2019-12-17,45,"168,470",Maroon 5,Memories,,,N
2019-12-17,46,"164,349",Ed Sheeran,South Of The Border,Feat. Camila Cabello & Cardi B,,N
2019-12-17,47,"163,162",Stormzy,Big Michael,,,N
2019-12-17,48,"162,102",Stormzy,One Second,Feat. H.E.R.,,N
2019-12-17,49,"156,714",Frank Sinatra,Let It Snow! Let It Snow! Let It Snow!,With The B. Swanson Quartet,,Y
2019-12-17,50,"156,513",The Ronettes,Sleigh Ride,,,Y
2019-12-17,51,"156,359",Stormzy,Rainfall,Feat. Tiana Major9,,N
2019-12-17,52,"155,336",Selena Gomez,Lose You To Love Me,,,N
2019-12-17,53,"151,314",Sidemen,The Gift,,,N
2019-12-17,54,"148,513",Jax Jones,This Is Real,Ft. Ella Henderson,,N
2019-12-17,55,"148,222",Harry Styles,Falling,,,N
2019-12-17,56,"144,775",Jose Feliciano,Feliz Navidad,,,N
2019-12-17,57,"144,518",Endor,Pump It Up,,,N
2019-12-17,58,"142,462",Billie Eilish,Bad Guy,,,N
2019-12-17,59,"142,219",Camila Cabello,My Oh My,Feat. Dababy,,N
2019-12-17,60,"141,756",Stormzy,Rachael's Little Brother,,,N
2019-12-17,61,"141,012",Aj Tracey,Ladbroke Grove,,,N
2019-12-17,62,"140,132","Bing Crosby, Ken Darsingers, John Scott Trotter His Orchestra",White Christmas,,,Y
2019-12-17,63,"139,647",Darlene Love,Christmas,Baby Please Come Home,,Y
2019-12-17,64,"139,388",Travis Scott,Highest In The Room,,,N
2019-12-17,65,"139,292",Stormzy,Do Better,,,N
2019-12-17,66,"136,976",Dean Martin,Let It Snow! Let It Snow! Let It Snow!,,,Y
2019-12-17,67,"136,427",Fredo,Netflix & Chill,,,N
2019-12-17,68,"135,598",Dave,Location,Feat. Burna Boy,,N
2019-12-17,69,"132,257",Young T Bugsey,Don't Rush,Feat. Headie One,,N
2019-12-17,70,"130,832","Riton, Oliver Heldens",Turn Me On,Feat. Vula,,N
2019-12-17,71,"129,095",Wizzard,I Wish It Could Be Christmas Everyday,,,Y
2019-12-17,72,"127,440","Shawn Mendes, Camila Cabello",Se&Ntilde;Orita,,,N
2019-12-17,73,"127,296",Ksi,Down Like That,"Feat. Rick Ross, Lil Baby & S-x",,N
2019-12-17,74,"126,339",Sam Smith,Have Yourself A Merry Little Christmas,,,Y
2019-12-17,75,"125,723",Stormzy,Handsome,,,N
2019-12-17,76,"125,133",Slade,Merry Xmas Everybody,,,Y
2019-12-17,77,"124,114",Dave,Professor X,,,N
2019-12-17,78,"124,065",J Hus,Must Be,,,N
2019-12-17,79,"121,972",Young T Bugsey,Strike A Pose,Feat. Aitch,,N
2019-12-17,80,"121,021",Nat King Cole,The Christmas Song,Merry Christmas To You,,Y
2019-12-17,81,"120,954",Juice Wrld,Bandit,With Youngboy Never Broke Again,,N
2019-12-17,82,"120,614",Ed Sheeran,Beautiful People,Feat. Khalid,,N
2019-12-17,83,"117,611",Ed Sheeran,I Don't Care,With Justin Bieber,,N
2019-12-17,84,"117,158",Coldplay,Christmas Lights,,,Y
2019-12-17,85,"116,342",Lewis Capaldi,Hold Me While You Wait,,,N
2019-12-17,86,"116,165",Kylie Minogue,Santa Baby,,,Y
2019-12-17,87,"114,581","Digdat, D-block Europe",New Dior,,,N
2019-12-17,88,"113,796",Aitch,Taste,Make It Shake,,N
2019-12-17,89,"112,357",Stormzy,Bronze,,,N
2019-12-17,90,"111,256",Aitch,Buss Down,Feat. Ziezie,,N
2019-12-17,91,"111,089",Stormzy,Don't Forget To Breathe,Feat. Yebba,[Interlude],N
2019-12-17,92,"110,447","Post Malone, Swae Lee",Sunflower - Spider-man: Into The Spider-verse,,,N
2019-12-17,93,"110,391","Jorja Smith, Burna Boy",Be Honest,,,N
2019-12-17,94,"105,358",Harry Styles,Golden,,,N
2019-12-17,95,"105,251",Michael Buble,Santa Claus Is Coming To Town,,,Y
2019-12-17,96,"103,481",Harry Styles,Cherry,,,N
2019-12-17,97,"102,852",The Jackson 5,Santa Claus Is Coming To Town,,,Y
2019-12-17,98,"102,506",Niall Horan,Nice To Meet Ya,,,N
2019-12-17,99,"102,293",Dominic Fike,3 Nights,,,N
2019-12-17,100,"98,353",Lizzo,Good As Hell,Feat. Ariana Grande,- Remix,N
2019-12-17,101,"98,126",Lil Uzi Vert,Futsal Shuffle 2020,,,N
2019-12-17,102,"98,117",Lil Tecca,Ransom,,,N
2019-12-17,103,"98,005","Darkoo, One Acen",Gangsta,,,N
2019-12-17,104,"97,582",Don Toliver,No Idea,,,N
2019-12-17,105,"97,014",Jona Lewie,Stop The Cavalry,,,N
2019-12-17,106,"95,303","Perry Como, The Fontane Sisters",It's Beginning To Look A Lot Like Christmas,With Mitchell Ayres & His Orchestra,,Y
2019-12-17,107,"95,263",Joel Corry,Sorry,,,N
2019-12-17,108,"94,889",Boney M.,Mary's Boy Child / Oh My Lord,,,N
2019-12-17,109,"94,642","Kygo, Whitney Houston",Higher Love,,,N
2019-12-17,110,"94,217",Bruce Springsteen,"Santa Claus Is Comin' To Town - Live At C.W. Post College, Greenvale, Ny - December 1975",,,Y
2019-12-17,111,"93,886",Juice Wrld,Robbery,,,N
2019-12-17,112,"92,996",Daryl Hall John Oates,Jingle Bell Rock - Daryl's Version,,,Y
2019-12-17,113,"92,828",Ed Sheeran,Take Me Back To London,Feat. Stormzy,,N
2019-12-17,114,"92,533",Mariah Carey,Christmas,Baby Please Come Home,,Y
2019-12-17,115,"90,915",Britney Spears,My Only Wish,This Year,,N
2019-12-17,116,"90,305",Mist,So High,Feat. Fredo,,N
2019-12-17,117,"88,551",Ti&Euml;Sto,God Is A Dancer,With Mabel,,N
2019-12-17,118,"88,287",Harry Styles,She,,,N
2019-12-17,119,"88,132","Meduza, Goodboys",Piece Of Your Heart,,,N
2019-12-17,120,"87,977",Harry Styles,To Be So Lonely,,,N
2019-12-17,121,"86,176",Tom Walker,Better Half Of Me,,,N
2019-12-17,122,"85,205","Russ Millions, Tion Wayne, Aitch, Swarmz, Sav'o, Jay1",Keisha & Becky - Remix,,,N
2019-12-17,123,"84,924",The Killers,Mr. Brightside,,,N
2019-12-17,124,"84,896",Ziezie,French Kisses,Feat. Aitch,,N
2019-12-17,125,"84,453",Sam Smith,How Do You Sleep?,,,N
2019-12-17,126,"84,446",The Jackson 5,I Saw Mommy Kissing Santa Claus,,,Y
2019-12-17,127,"84,184",Elvis Presley,Blue Christmas,,,Y
2019-12-17,128,"83,958",Headie One,Both,,,N
2019-12-17,129,"82,719",Harry Styles,"Sunflower, Vol. 6",,,N
2019-12-17,130,"81,855",Sia,Santa's Coming For Us,,,Y
2019-12-17,131,"81,719",Jay1,Million Bucks,,,N
2019-12-17,132,"80,580",Ariana Grande,7 Rings,,,N
2019-12-17,133,"80,553",Pretenders,2000 Miles - 2007 Remaster,,,N
2019-12-17,134,"80,414",Billie Eilish,When The Party's Over,,,N
2019-12-17,135,"80,357",Lewis Capaldi,Grace,,,N
2019-12-17,136,"80,322",Meghan Trainor,I'll Be Home,,,N
2019-12-17,137,"79,854",Dermot Kennedy,Outnumbered,,,N
2019-12-17,138,"79,833","Idina Menzel, Aurora",Into The Unknown,,,N
2019-12-17,139,"79,699","Dave, Aj Tracey",Thiago Silva,,,N
2019-12-17,140,"79,641",Burl Ives,A Holly Jolly Christmas - Single Version,,,Y
2019-12-17,141,"79,438",Post Malone,Wow.,,,N
2019-12-17,142,"78,771",Camila Cabello,Liar,,,N
2019-12-17,143,"78,586",Mud,Lonely This Christmas,,,Y
2019-12-17,144,"78,087",Chuck Berry,Run Rudolph Run - Single Version,,,N
2019-12-17,145,"77,900","Lady Gaga, Bradley Cooper",Shallow,,,N
2019-12-17,146,"77,799",Partynextdoor,Loyal,Feat. Drake,,N
2019-12-17,147,"77,237",Dababy,Bop,,,N
2019-12-17,148,"77,210",Tony Bennett,Winter Wonderland,,,Y
2019-12-17,149,"77,018",Dave,Paper Cuts,,,N
2019-12-17,150,"76,956","Nsg, Tion Wayne",Options,,,N
2019-12-17,151,"76,942","Lil Nas X, Billy Ray Cyrus",Old Town Road - Remix,,,N
2019-12-17,152,"76,238","Ariana Grande, Liz Gillies",Santa Baby,,,Y
2019-12-17,153,"76,234",Juice Wrld,Legends,,,N
2019-12-17,154,"75,505",Poundz,Opp Thot,,,N
2019-12-17,155,"75,477",Mabel,Don't Call Me Up,,,N
2019-12-17,156,"75,034","Sigala, Ella Henderson",We Got Love,,,N
2019-12-17,157,"74,547",Sam Feldt,Post Malone,Feat. Rani,,N
2019-12-17,158,"74,067",Lizzo,Truth Hurts,,,N
2019-12-17,159,"73,626",Chris Brown,No Guidance,Feat. Drake,,N
2019-12-17,160,"73,559",Bugzy Malone,December,,,N
2019-12-17,161,"73,401",Ava Max,Sweet But Psycho,,,N
2019-12-17,162,"72,905",Khalid,Up All Night,,,N
2019-12-17,163,"72,439",Post Malone,Goodbyes,Feat. Young Thug,,N
2019-12-17,164,"72,405",Harry Styles,Fine Line,,,N
2019-12-17,165,"71,582",Stevie Wonder,What Christmas Means To Me,,,Y
2019-12-17,166,"71,520",Roddy Ricch,The Box,,,N
2019-12-17,167,"70,591",Michael Buble,I'll Be Home For Christmas,,,Y
2019-12-17,168,"70,153","Eartha Kitt, Henri Rene His Orchestra",Santa Baby,With Henri Ren&Eacute; & His Orchestra,,Y
2019-12-17,169,"69,598",Harry Styles,Treat People With Kindness,,,N
2019-12-17,170,"69,468",Ellie Goulding,Hate Me,With Juice Wrld,,N
2019-12-17,171,"69,440",D-block Europe,Home P*Ssy,,,N
2019-12-17,172,"69,376","Dave, Fredo",Funky Friday,,,N
2019-12-17,173,"69,275",Juice Wrld,All Girls Are The Same,,,N
2019-12-17,174,"68,452",George Ezra,Shotgun,,,N
2019-12-17,175,"67,220",Billie Eilish,Lovely,With Khalid,,N
2019-12-17,176,"67,192",Aj Tracey,Floss,Feat. Mostack & Not3s,,N
2019-12-17,177,"66,924",Steel Banglez,Fashion Week,Feat. Aj Tracey & Mostack,,N
2019-12-17,178,"66,911",Frank Ocean,In My Room,,,N
2019-12-17,179,"66,462",Michael Buble,White Christmas,With Shania Twain,,Y
2019-12-17,180,"66,111",Michael Buble,Cold December Night,,,Y
2019-12-17,181,"65,484",Harry Styles,Canyon Moon,,,N
2019-12-17,182,"65,389",Jonas Brothers,Like It's Christmas,,,Y
2019-12-17,183,"64,934",Benny Blanco,Eastside,With Halsey & Khalid,,N
2019-12-17,184,"64,499",Drake,Money In The Grave,Drake Ft. Rick Ross,,N
2019-12-17,185,"63,567",Tory Lanez,Jerry Sprunger,With T-pain,,N
2019-12-17,186,"63,333",Gwen Stefani,You Make It Feel Like Christmas,Feat. Blake Shelton,,Y
2019-12-17,187,"62,947",Selena Gomez,Look At Her Now,,,N
2019-12-17,188,"62,887",Xxxtentacion,Sad!,,,N
2019-12-17,189,"61,719",Jonas Brothers,Sucker,,,N
2019-12-17,190,"61,627",Brett Eldredge,"Baby, It's Cold Outside",Feat. Meghan Trainor,,Y
2019-12-17,191,"61,424",East 17,Stay Another Day,,,N
2019-12-17,192,"61,251",Destiny's Child,8 Days Of Christmas,,,Y
2019-12-17,193,"61,191",Kaytranada,Gray Area,Feat. Mick Jenkins,,N
2019-12-17,194,"61,044",Post Malone,Rockstar,Feat. 21 Savage,,N
2019-12-17,195,"60,966",Liam Payne,All I Want,For Christmas,,N
2019-12-17,196,"60,872",Queen,Thank God It's Christmas - Non-album Single,,,Y
2019-12-17,197,"60,862","Mykola Dmytrovych Leontovych, John Williams",Carol Of The Bells,,,Y
2019-12-17,198,"60,773",Ella Fitzgerald,Sleigh Ride,,,Y
2019-12-17,199,"60,607","Marshmello, Bastille",Happier,,,N
2019-12-17,200,"60,402",D-block Europe,Kitchen Kings,,,N
2019-12-18,1,"507,073",Stormzy,Own It,Feat. Ed Sheeran & Burna Boy,,N
2019-12-18,2,"466,678",Mariah Carey,All I Want For Christmas Is You,,,Y
2019-12-18,3,"444,397",Wham!,Last Christmas,,,Y
2019-12-18,4,"441,700",Tones And I,Dance Monkey,,,N
2019-12-18,5,"362,530",Arizona Zervas,Roxanne,,,N
2019-12-18,6,"351,564",Lewis Capaldi,Before You Go,,,N
2019-12-18,7,"329,693",Dua Lipa,Don't Start Now,,,N
2019-12-18,8,"302,051",The Pogues,Fairytale Of New York,Feat. Kirsty Maccoll,,Y
2019-12-18,9,"298,841",Brenda Lee,Rockin' Around The Christmas Tree,,,Y
2019-12-18,10,"292,095",Stormzy,Audacity,Feat. Headie One,,N
2019-12-18,11,"283,033",Harry Styles,Adore You,,,N
2019-12-18,12,"282,726",Band Aid,Do They Know It's Christmas? - 1984 Version,,,Y
2019-12-18,13,"281,055",Michael Buble,It's Beginning To Look A Lot Like Christmas,,,Y
2019-12-18,14,"276,467",Stormzy,Lessons,,,N
2019-12-18,15,"273,168",Ariana Grande,Santa Tell Me,,,Y
2019-12-18,16,"249,526",Lewis Capaldi,Someone You Loved,,,N
